Title,Location,Name,Relationship,Date,Source
"Oddfellows, Dunolly",Dunolly (Vic.),"Tucker, Anna",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harrietville, Harrietville",Harrietville (Vic.),"Tulloch, Crawford E",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Maryborough",Maryborough (Vic.),"Tulloch, E C",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lounge, Maldon",High St (Maldon Vic.),"Turk, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Towong, Towong",Towong (Vic.),"Turner, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Thwaites, Castlemaine",Castlemaine (Vic.),"Twaites, E",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Inverleigh, Inverleigh",Inverleigh (Vic.),"Tyers, J R",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Myrniong, Myrniong",Myrniong (Vic.),"Tysons, E",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Violet Town",Cowslip St (Violet Town Vic.),"Underwood, H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Echuca",corner High & Warren St (Echuca Vic.),"Upton, M J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hotel & Store, Eumemmering",corner Berwick Rd & Lonsdale St (Eumemmering Vic.),"Uren, Elizabeth",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"White Horse, Sebastian",Main St (Sebastian Vic.),"Urquhart, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harvest Home, Bacchus Marsh",Bacchus Marsh (Vic.),"Vallance, Mary A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Traralgon, Traralgon",Traralgon (Vic.),"Varney, C",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hinnomungie Inn, Hinnomunjie Bridge",Hinnomunjie Bridge (Vic.),"Du Ve, C A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Blanket Flat, Eganstown",Egans Town (Vic.),"Victor, George",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Edgecombe Hotel & Store, Edgecombe",Edgecombe (Vic.),"Vinicombe, A O",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Camp, Beaufort",Pratt St (Beaufort Vic.),"Vowles, Chas W",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"North Eastern, Wangaratta",Wangaratta (Vic.),"Wade, Samuel",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"All Nations, Kilmore",Kilmore (Vic.),"Wales, A C",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Morning Star, Doncaster",Doncaster (Vic.),"Walker, J F",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harp of Erin, Majorca",Majorca (Vic.),"Walker, Thomas",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand Junction, Traralgon",Franklin St (Traralgon Vic.),"Walker, Thomas",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ferntree, Bolwarrah",Bolwarrah (Vic.),Walker,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Werribee",Werribee (Vic.),"Wall, H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction Hotel & Store, Caralulup",Caralulup (Vic.),"Wallace, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Broken River, Benalla",Benalla (Vic.),"Wallace, W J R",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Melbourne Hotel & Store, Wandiligong",Wandiligong (Vic.),Wallace & Co,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Caledonian, Hamilton",Hamilton (Vic.),"Walsh, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Stuart Mill",Stuart Mill (Vic.),"Walsh, Thomas",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Vineyard, Benalla",Benalla (Vic.),"Walsh, H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Coach & Horses, Piggoreet",Piggoreet Devils Kitchen (Vic.),"Walton, H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Glennys, Glenlyon",Glenlyon (Vic.),"Warburton, Seth",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Wangaratta",Wangaratta (Vic.),"Ward, J C",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Midland Counties, Beechworth",Ford St (Beechworth Vic.),"Warden, Edwin",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Toolamba, Toolamba",Toolamba (Vic.),"Ware, Kate",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Corduroy Bridge Hotel & P O, Clarendon",Clarendon (Vic.),"Warland, Walter",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Porepunkah, Porepunkah",Porepunkah (Vic.),"Waterhouse, Mary",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Lancefield",Lancefield (Vic.),"Waterland, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Portsea, Portsea",Portsea (Vic.),"Watson, Matthew",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Wycheproof",Wycheproof (Vic.),"Watson, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Empire, Beechworth",corner Camp & High Sts (Beechworth Vic.),"Watson, A A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Nyora, Nyora",Nyora (Vic.),"Watts, E S",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sorrento, Sorrento",Sorrento (Vic.),"Watts, H J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Globe, Talbot",Talbot (Vic.),"Watts, R W",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Telegraph, Kilmore",Kilmore (Vic.),Watts Bros,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Terminus, Echuca",Annesley St (Echuca Vic.),"Webb, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Forest Home, Yendon",Yendon (Vic.),"Webb, Thomas F",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Webbers Brighton Hotel & General Store, Castlemaine",Castlemaine (Vic.),"Webber, B A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Black Horse, Mount Egerton",Mount Egerton (Vic.),"Webster, Emanuel",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Kyneton",Piper St (Kyneton Vic.),"Wedgewood, Sarah",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"British, Back Creek",Clunes Back Creek (Vic.),"Weickhardt, J F",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Lyonville",Lyonville (Vic.),"Weimer, Mary",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Euroa",Euroa (Vic.),"Weir, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown-Railway, Macorna",Macorna (Vic.),"Welch, George",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Malmsbury, Malmsbury",Malmsbury (Vic.),"Wells, T",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harrow, Harrow",Harrow (Vic.),"Welsh, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, East Murchison",Murchison East (Vic.),"Welsh, A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Doma Mungi, Chiltern",Chiltern (Vic.),"Wenke, M",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction Hotel & Post Office, Colbinabbin West",Colbinabbin W (Vic.),"West, S",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Borung, Borung",Borung (Vic.),"Western, W H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction, Bonnie Doon",Bonnie Doon (Vic.),"Wharton, Martha",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Post Office, Stawell",Stawell (Vic.),"Whitby, M B",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Wedderburn",Wedderburn (Vic.),"White, George",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Horsham",Horsham (Vic.),"White, C J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harp & Shamrock, Rochester",Moore St (Rochester Vic.),"Whitfield, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand, Queenscliff",Queenscliff (Vic.),"Whitton, G E",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Yandoit Bridge, Yandoit",Yandoit (Vic.),"Whyllie, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Yinnar, Yinnar",Yinnar (Vic.),"Wicks, Henry",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Coghills Creek",Coghills Creek (Vic.),"Widdowson, Ruth",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Beaconsfield, Beaconsfield",Beaconsfield (Vic.),"Wikkens, Fred",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hotel & Store, Franklinford",Franklinford (Vic.),"Wilby, Henry",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woori Yallock Hotel Store & P O, Woori Yallock",Woori Yallock (Vic.),"Wildman, Thos C",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Yarrawonga",Belmore St (Yarrawonga Vic.),"Wilkinson, Joseph",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Town Hall, Hamilton",Hamilton (Vic.),"Williams, B H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Thompson, Brunton",Brunton (Vic.),"Williams, James",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Sunbury",corner Evans & Brook Sts (Sunbury Vic.),"Williams, M A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woodstock, Woodstock",Woodstock (Vic.),"Williams, Marion",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Horseshoe, Chinamans Flat",Chinamans Flat (Vic.),"Williams, T",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Williams, Gordon",Gordons (Vic.),"Williams, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hotel & Store, Fryerstown",Fryerstown (Vic.),"Williams, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Moorooopna, Mooroopna",corner Finsborough & Elizabeth Sts (Mooroopna Vic.),"Williams, M J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lake Cooper, Corop",Corop (Vic.),"Williams , R F",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tarnagulla, Tarnagulla",Tarnagulla (Vic.),"Williamson, T",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Windemere, Kangaroo Flat",Kangaroo Flat (Vic.),"Willis, James",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Colac",Murray St (Colac Vic.),"Willis, S",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Richard the Third, Dunolly",Dunolly (Vic.),Wills,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Pelican Hotel & Berlin Coach Office, Inglewood",Inglewood (Vic.),"Willsmore, R H",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lyal Hotel & Post Office, Lyal",Lyal (Vic.),"Wilson, Barbara",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mount Markey, Cassilis",Cassilis (Vic.),"Wilson, George E",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Briagolong, Briagolong",Briagolong (Vic.),"Wilson, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Red Gum, Metcalfe",Metcalfe (Vic.),"Wilson, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Gilbert Club, Kerang",Kerang (Vic.),"Wilson, Martha",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Echuca",Echuca (Vic.),Wilson,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tooboorac, Tooboorac",Tooboorac (Vic.),"Wilson, John",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Albion, Avoca",Avoca (Vic.),"Wiltshire, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sun Kung King, Percydale",Percydale (Vic.),"Wise, Henry",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Council Club, Chiltern",Chiltern (Vic.),"Witson, James",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Terminus, Dunolly",Old Dunolly (Vic.),Wong Ying,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Oak, Daylesford",Raglan St (Daylesford Vic.),"Wood, W A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Jacks, Trentham",Trentham (Vic.),"Woodhouse, R",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Mansfield",High St (Mansfield Vic.),"Woolf, S A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Red Lion, Dunolly",Dunolly (Vic.),"Wooltorton, G",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Freemasons, Ballan",Inglis St (Ballan Vic.),"Wootton, J R",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Southern Cross Hotel Cash Store & Post Office, Echuca",Echuca East (Vic.),"Worthington, Robert",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sebastian, Sebastian",Main St (Sebastian Vic.),"Wraith, W",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Eldorado, Smythesdale",Smythesdale (Vic.),"Wrathall, Mary A",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hallams Road, Hallams Road",Hallams Road (Vic.),Wren,Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway Terminus, Seymour",Station St (Seymour Vic.),"Wright, Elizabeth M",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cricket Club, Buchan",Buchan (Vic.),"Wyatt, Joseph",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Campbell Town, Campbelltown",Campbell Town (Vic.),"Yager, Jacob",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Brefney, Framlingham",Framlingham (Vic.),"Yates, Jos",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hotel Store & P O, Gowar",Gowar (Vic.),"Yeates, Israel",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Kerang",Kerang (Vic.),"Yeo, William",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"All Nations Hotel & Store, Avoca Lead",Avoca Lead (Vic.),"Ying, George Ho",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Metropolitan, Castlemaine",corner Hargreaves & Mostyn Sts (Castlemaine Vic.),"Young, J",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Waterloo Inn, Tahara",Tahara (Vic.),"Young, Alice",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Dunkeld",Dunkeld (Vic.),"Young, J S",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Excelsior, Epping",Epping (Vic.),"Zeven, Patrick",Licensee,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Wittens, Bolwarrah",Bolwarrah (Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Duke of Edinburgh, Kangaroo Flat",Marong Rd (Kangaroo Flat Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Katunga, Katunga",Katunga (Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Lucknow",Lucknow (Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand, Mornington",Main St (Mornington Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Neilborough",Neilborough (Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woolpack, Sale",Sale (Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Coghlans, Shepparton",corner Fryers & Maude Sts (Shepparton Vic.),,Not identified,1895,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
